Date,Open,High,Low,Close,Adj Close,Volume
7/1/20,10141,11058.5,10076,10890.50,10890.5,15117876
8/1/20,10933.25,12165,10845.5,12114.00,12114,177950188
9/1/20,12109.79981,12465.2002,10656.5,11407.20,11407.2002,13175609
10/1/20,11375,12249,10944.5,11046.20,11046.2002,13198308
11/1/20,11034.5,12408.79981,10942.2002,12277.00,12277,10330603
