Date,Open,High,Low,Close,Adj Close,Volume
7/1/20,3105.919922,3279.98999,3101.169922,3271.120117,3271.120117,97197020000
8/1/20,3288.26001,3514.77002,3284.530029,3500.310059,3500.310059,84402300000
9/1/20,3507.439941,3588.110107,3209.449951,3363,3363,92084120000
10/1/20,3385.870117,3549.850098,3233.939941,3269.959961,3269.959961,89737600000
11/1/20,3296.199951,3645.98999,3279.73999,3621.629883,3621.629883,1.00978E+11
