Date,Open,High,Low,Close,Adj Close,Volume
2019-06-01,2971.409912,3027.97998,2952.219971,2980.38,2980.379883,70349470000
2019-07-01,2980.320068,3013.590088,2822.120117,2926.46,2926.459961,79599440000
2019-08-01,2909.01001,3021.98999,2891.850098,2976.74,2976.73999,73992330000
2019-09-01,2983.689941,3050.100098,2855.939941,3037.56,3037.560059,77564550000
2019-10-01,3050.719971,3154.26001,3050.719971,3140.98,3140.97998,72179920000
